,Số phòng ngủ,Diện tích,Giá/m2
54488,2 phòng,20 m²,75 triệu/m²
54489,4 phòng,40 m²,"86,25 triệu/m²"
54490,3 phòng,40 m²,"72,5 triệu/m²"
54491,3 phòng,33 m²,"71,21 triệu/m²"
54492,3 phòng,31 m²,"84,52 triệu/m²"
54493,3 phòng,30 m²,"69,97 triệu/m²"
54494,5 phòng,52 m²,"192,31 triệu/m²"
54495,3 phòng,36 m²,"83,33 triệu/m²"
54496,2 phòng,50 m²,72 triệu/m²
54497,5 phòng,60 m²,75 triệu/m²
54498,4 phòng,49 m²,"102,04 triệu/m²"
54499,3 phòng,40 m²,105 triệu/m²
54500,4 phòng,36 m²,"79,17 triệu/m²"
54501,4 phòng,78 m²,"79,49 triệu/m²"
54502,6 phòng,38 m²,"71,05 triệu/m²"
54503,3 phòng,32 m²,"112,5 triệu/m²"
54504,3 phòng,33 m²,"71,21 triệu/m²"
54505,4 phòng,28 m²,"117,86 triệu/m²"
54506,4 phòng,34 m²,"83,82 triệu/m²"
54507,4 phòng,33 m²,"80,3 triệu/m²"
54508,4 phòng,40 m²,"112,5 triệu/m²"
54509,6 phòng,64 m²,"109,38 triệu/m²"
54510,5 phòng,92 m²,"139,13 triệu/m²"
54511,4 phòng,47 m²,"63,83 triệu/m²"
54512,2 phòng,25 m²,220 triệu/m²
54513,4 phòng,31 m²,"112,9 triệu/m²"
54514,1 phòng,120 m²,"57,5 triệu/m²"
54515,4 phòng,33 m²,"96,97 triệu/m²"
54516,3 phòng,31 m²,"60,65 triệu/m²"
54517,6 phòng,100 m²,36 triệu/m²
54518,3 phòng,35 m²,"114,29 triệu/m²"
54519,4 phòng,45 m²,"73,33 triệu/m²"
54520,4 phòng,40 m²,"237,5 triệu/m²"
54521,3 phòng,33 m²,"96,97 triệu/m²"
54522,4 phòng,42 m²,"83,33 triệu/m²"
54523,4 phòng,24 m²,"187,5 triệu/m²"
54524,3 phòng,34 m²,"94,12 triệu/m²"
54525,4 phòng,30 m²,90 triệu/m²
54526,3 phòng,50 m²,53 triệu/m²
54527,4 phòng,42 m²,"105,95 triệu/m²"
54528,4 phòng,50 m²,104 triệu/m²
54529,3 phòng,34 m²,"92,65 triệu/m²"
54530,3 phòng,70 m²,"88,57 triệu/m²"
54531,5 phòng,48 m²,"108,33 triệu/m²"
54532,3 phòng,33 m²,"90,91 triệu/m²"
54533,4 phòng,36 m²,"77,78 triệu/m²"
54534,3 phòng,35 m²,"107,14 triệu/m²"
54535,3 phòng,40 m²,"37,5 triệu/m²"
54536,nhiều hơn 10 phòng,86 m²,100 triệu/m²
54537,5 phòng,150 m²,"161,33 triệu/m²"
54538,5 phòng,36 m²,"94,44 triệu/m²"
54539,3 phòng,35 m²,80 triệu/m²
54540,4 phòng,31 m²,"93,55 triệu/m²"
54541,3 phòng,35 m²,"82,86 triệu/m²"
54542,2 phòng,42 m²,"85,71 triệu/m²"
54543,4 phòng,73 m²,"78,08 triệu/m²"
54544,3 phòng,45 m²,"95,56 triệu/m²"
54545,3 phòng,40 m²,40 triệu/m²
54546,3 phòng,43 m²,"79,07 triệu/m²"
54547,5 phòng,86 m²,"81,4 triệu/m²"
54548,5 phòng,50 m²,144 triệu/m²
54549,1 phòng,26 m²,"57,69 triệu/m²"
54550,1 phòng,35 m²,130 triệu/m²
54551,3 phòng,35 m²,"44,29 triệu/m²"
54552,3 phòng,40 m²,"106,25 triệu/m²"
54553,4 phòng,50 m²,220 triệu/m²
54554,5 phòng,48 m²,75 triệu/m²
54555,6 phòng,45 m²,"71,11 triệu/m²"
54556,3 phòng,27 m²,"85,19 triệu/m²"
54557,3 phòng,50 m²,69 triệu/m²
54558,2 phòng,37 m²,"40,54 triệu/m²"
54559,2 phòng,50 m²,27 triệu/m²
54560,4 phòng,38 m²,"101,32 triệu/m²"
54561,2 phòng,25 m²,72 triệu/m²
54562,3 phòng,39 m²,"82,05 triệu/m²"
54563,2 phòng,30 m²,60 triệu/m²
54564,4 phòng,45 m²,"71,11 triệu/m²"
54565,4 phòng,65 m²,"70,77 triệu/m²"
54566,6 phòng,59 m²,"118,64 triệu/m²"
54567,4 phòng,85 m²,"135,29 triệu/m²"
54568,4 phòng,51 m²,"70,59 triệu/m²"
54569,1 phòng,45 m²,"57,78 triệu/m²"
54570,4 phòng,38 m²,"92,63 triệu/m²"
54571,4 phòng,37 m²,"135,14 triệu/m²"
54572,3 phòng,30 m²,"183,33 triệu/m²"
54573,4 phòng,58 m²,"112,07 triệu/m²"
54574,4 phòng,52 m²,"56,73 triệu/m²"
54575,3 phòng,41 m²,"75,61 triệu/m²"
54576,5 phòng,70 m²,"110,71 triệu/m²"
54577,4 phòng,56 m²,"117,86 triệu/m²"
54578,4 phòng,50 m²,140 triệu/m²
54579,4 phòng,33 m²,"80,3 triệu/m²"
54580,5 phòng,45 m²,"111,11 triệu/m²"
54581,4 phòng,45 m²,"101,11 triệu/m²"
54582,3 phòng,45 m²,"96,67 triệu/m²"
54583,3 phòng,44 m²,"73,86 triệu/m²"
54584,4 phòng,30 m²,"93,33 triệu/m²"
54585,6 phòng,65 m²,"166,15 triệu/m²"
54586,1 phòng,42 m²,"40,24 triệu/m²"
54587,3 phòng,32 m²,"103,13 triệu/m²"
54588,4 phòng,40 m²,"67,5 triệu/m²"
54589,7 phòng,102 m²,"194,12 triệu/m²"
54590,3 phòng,30 m²,70 triệu/m²
54591,5 phòng,36 m²,"108,33 triệu/m²"
54592,3 phòng,48 m²,"70,83 triệu/m²"
54593,4 phòng,40 m²,115 triệu/m²
54594,nhiều hơn 10 phòng,80 m²,"93,75 triệu/m²"
54595,3 phòng,27 m²,"137,04 triệu/m²"
54596,3 phòng,51 m²,"66,67 triệu/m²"
54597,5 phòng,50 m²,180 triệu/m²
54598,4 phòng,40 m²,"102,5 triệu/m²"
54599,3 phòng,30 m²,"63,33 triệu/m²"
54600,3 phòng,35 m²,80 triệu/m²
54601,4 phòng,42 m²,"102,38 triệu/m²"
54602,4 phòng,111 m²,"117,12 triệu/m²"
54603,4 phòng,36 m²,"83,33 triệu/m²"
54604,8 phòng,85 m²,"352,94 triệu/m²"
54605,3 phòng,100 m²,215 triệu/m²
54606,10 phòng,80 m²,"197,5 triệu/m²"
54607,4 phòng,43 m²,"137,21 triệu/m²"
54608,4 phòng,50 m²,170 triệu/m²
54609,3 phòng,35 m²,"91,43 triệu/m²"
54610,3 phòng,33 m²,"75,76 triệu/m²"
54611,5 phòng,40 m²,125 triệu/m²
54612,3 phòng,47 m²,"84,04 triệu/m²"
54613,4 phòng,430 m²,"76,74 triệu/m²"
54614,4 phòng,33 m²,"57,58 triệu/m²"
54615,4 phòng,30 m²,"93,33 triệu/m²"
54616,6 phòng,55 m²,"81,82 triệu/m²"
54617,3 phòng,31 m²,"80,65 triệu/m²"
54618,4 phòng,42 m²,100 triệu/m²
54619,2 phòng,25 m²,142 triệu/m²
54620,nhiều hơn 10 phòng,70 m²,"92,86 triệu/m²"
54621,8 phòng,86 m²,"145,35 triệu/m²"
54622,5 phòng,86 m²,"60,23 triệu/m²"
54623,4 phòng,30 m²,65 triệu/m²
54624,6 phòng,38 m²,"94,74 triệu/m²"
54625,5 phòng,40 m²,85 triệu/m²
54626,6 phòng,50 m²,103 triệu/m²
54627,4 phòng,47 m²,"89,36 triệu/m²"
54628,4 phòng,32 m²,"103,13 triệu/m²"
54629,5 phòng,90 m²,100 triệu/m²
54630,4 phòng,50 m²,95 triệu/m²
54631,4 phòng,38 m²,"102,63 triệu/m²"
54632,3 phòng,34 m²,"94,12 triệu/m²"
54633,4 phòng,49 m²,"112,24 triệu/m²"
54634,3 phòng,40 m²,125 triệu/m²
54635,3 phòng,25 m²,"89,2 triệu/m²"
54636,2 phòng,25 m²,112 triệu/m²
54637,5 phòng,69 m²,"110,14 triệu/m²"
54638,4 phòng,50 m²,106 triệu/m²
54639,3 phòng,31 m²,"84,52 triệu/m²"
54640,5 phòng,42 m²,"85,71 triệu/m²"
54641,4 phòng,40 m²,75 triệu/m²
54642,4 phòng,55 m²,80 triệu/m²
54643,3 phòng,80 m²,"43,75 triệu/m²"
54644,2 phòng,25 m²,84 triệu/m²
54645,8 phòng,52 m²,125 triệu/m²
54646,3 phòng,30 m²,"91,67 triệu/m²"
54647,4 phòng,60 m²,"133,33 triệu/m²"
54648,5 phòng,56 m²,"86,61 triệu/m²"
54649,4 phòng,50 m²,160 triệu/m²
54650,5 phòng,77 m²,"97,4 triệu/m²"
54651,4 phòng,40 m²,65 triệu/m²
54652,4 phòng,60 m²,75 triệu/m²
54653,4 phòng,65 m²,"99,23 triệu/m²"
54654,2 phòng,20 m²,70 triệu/m²
54655,4 phòng,40 m²,"97,5 triệu/m²"
54656,4 phòng,59 m²,"77,12 triệu/m²"
54657,3 phòng,35 m²,"77,14 triệu/m²"
54658,3 phòng,43 m²,100 triệu/m²
54659,6 phòng,90 m²,110 triệu/m²
54660,6 phòng,90 m²,110 triệu/m²
54661,6 phòng,35 m²,"102,86 triệu/m²"
54662,4 phòng,41 m²,"139,02 triệu/m²"
54663,4 phòng,43 m²,"186,05 triệu/m²"
54664,3 phòng,39 m²,"141,03 triệu/m²"
54665,3 phòng,35 m²,"77,14 triệu/m²"
54666,3 phòng,52 m²,"98,08 triệu/m²"
54667,4 phòng,45 m²,"82,22 triệu/m²"
54668,5 phòng,62 m²,"125,81 triệu/m²"
54669,4 phòng,33 m²,"63,64 triệu/m²"
54670,4 phòng,40 m²,120 triệu/m²
54671,1 phòng,45 m²,"42,22 triệu/m²"
54672,2 phòng,30 m²,110 triệu/m²
54673,4 phòng,35 m²,80 triệu/m²
54674,6 phòng,65 m²,"227,69 triệu/m²"
54675,4 phòng,56 m²,"53,39 triệu/m²"
54676,4 phòng,45 m²,"91,11 triệu/m²"
54677,6 phòng,40 m²,100 triệu/m²
54678,4 phòng,59 m²,"152,54 triệu/m²"
54679,3 phòng,40 m²,80 triệu/m²
54680,3 phòng,35 m²,"124,29 triệu/m²"
54681,8 phòng,55 m²,"79,09 triệu/m²"
54682,3 phòng,34 m²,"67,65 triệu/m²"
54683,4 phòng,35 m²,"71,43 triệu/m²"
54684,4 phòng,36 m²,"77,78 triệu/m²"
54685,2 phòng,40 m²,120 triệu/m²
54686,2 phòng,60 m²,"23,17 triệu/m²"
54687,10 phòng,86 m²,"383,72 triệu/m²"
54688,4 phòng,30 m²,75 triệu/m²
54689,4 phòng,33 m²,"60,61 triệu/m²"
54690,4 phòng,60 m²,"88,33 triệu/m²"
54691,3 phòng,68 m²,"254,41 triệu/m²"
54692,5 phòng,75 m²,"106,67 triệu/m²"
54693,4 phòng,35 m²,"65,71 triệu/m²"
54694,4 phòng,40 m²,"81,25 triệu/m²"
54695,3 phòng,34 m²,"88,24 triệu/m²"
54696,5 phòng,35 m²,"94,29 triệu/m²"
54697,3 phòng,39 m²,"87,18 triệu/m²"
54698,5 phòng,55 m²,"118,18 triệu/m²"
54699,6 phòng,47 m²,"67,02 triệu/m²"
54700,6 phòng,133 m²,"93,98 triệu/m²"
54701,6 phòng,42 m²,"283,1 triệu/m²"
54702,3 phòng,40 m²,75 triệu/m²
54703,3 phòng,35 m²,"82,86 triệu/m²"
54704,4 phòng,52 m²,"98,08 triệu/m²"
54705,4 phòng,32 m²,"104,69 triệu/m²"
54706,5 phòng,50 m²,256 triệu/m²
54707,5 phòng,55 m²,"72,73 triệu/m²"
54708,4 phòng,70 m²,"127,14 triệu/m²"
54709,1 phòng,15 m²,"53,33 triệu/m²"
54710,6 phòng,63 m²,"111,11 triệu/m²"
54711,2 phòng,36 m²,"69,44 triệu/m²"
54712,5 phòng,46 m²,"102,17 triệu/m²"
54713,nhiều hơn 10 phòng,80 m²,"231,25 triệu/m²"
54714,2 phòng,23 m²,"71,74 triệu/m²"
54715,3 phòng,1280 m²,"6,25 triệu/m²"
54716,4 phòng,35 m²,"61,43 triệu/m²"
54717,4 phòng,42 m²,"60,71 triệu/m²"
54718,4 phòng,44 m²,97.727 đ/m²
54719,2 phòng,17 m²,"135,29 triệu/m²"
54720,4 phòng,70 m²,"84,29 triệu/m²"
54721,3 phòng,30 m²,90 triệu/m²
54722,5 phòng,80 m²,150 triệu/m²
54723,5 phòng,95 m²,"294,74 triệu/m²"
54724,6 phòng,45 m²,82.222 đ/m²
54725,4 phòng,45 m²,"77,78 triệu/m²"
54726,8 phòng,92 m²,"86,96 triệu/m²"
54727,4 phòng,38 m²,"68,42 triệu/m²"
54728,4 phòng,80 m²,"87,5 triệu/m²"
54729,5 phòng,31 m²,"106,45 triệu/m²"
54730,3 phòng,26 m²,"101,92 triệu/m²"
54731,4 phòng,35 m²,"85,71 triệu/m²"
54732,4 phòng,38 m²,"94,74 triệu/m²"
54733,3 phòng,35 m²,"91,43 triệu/m²"
54734,4 phòng,32 m²,"103,13 triệu/m²"
54735,5 phòng,45 m²,"86,67 triệu/m²"
54736,3 phòng,30 m²,"91,67 triệu/m²"
54737,4 phòng,36 m²,"44,44 triệu/m²"
54738,5 phòng,73 m²,"46,44 triệu/m²"
54739,2 phòng,32 m²,"80,63 triệu/m²"
54740,3 phòng,64 m²,"284,38 triệu/m²"
54741,3 phòng,42 m²,"63,1 triệu/m²"
54742,3 phòng,41 m²,"168,29 triệu/m²"
54743,5 phòng,38 m²,"113,16 triệu/m²"
54744,4 phòng,41 m²,"73,17 triệu/m²"
54745,3 phòng,47 m²,"182,98 triệu/m²"
54746,4 phòng,50 m²,84 triệu/m²
54747,5 phòng,35 m²,"77,14 triệu/m²"
54748,4 phòng,36 m²,75 triệu/m²
54749,5 phòng,71 m²,"80,28 triệu/m²"
54750,2 phòng,50 m²,80 triệu/m²
54751,2 phòng,64 m²,"54,69 triệu/m²"
54752,3 phòng,36 m²,"48,61 triệu/m²"
54753,2 phòng,40 m²,"87,5 triệu/m²"
54754,3 phòng,48 m²,"70,83 triệu/m²"
54755,3 phòng,31 m²,"83,87 triệu/m²"
54756,3 phòng,48 m²,100 triệu/m²
54757,4 phòng,55 m²,"132,73 triệu/m²"
54758,2 phòng,44 m²,"104,55 triệu/m²"
54759,3 phòng,50 m²,60 triệu/m²
54760,6 phòng,40 m²,"69,75 triệu/m²"
54761,4 phòng,32 m²,"68,75 triệu/m²"
54762,3 phòng,26 m²,"88,46 triệu/m²"
54763,9 phòng,60 m²,130 triệu/m²
54764,6 phòng,61 m²,"90,16 triệu/m²"
54765,3 phòng,30 m²,"133,33 triệu/m²"
54766,4 phòng,100 m²,65 triệu/m²
54767,4 phòng,60 m²,"102,5 triệu/m²"
54768,4 phòng,16 m²,150 triệu/m²
54769,6 phòng,72 m²,"82,64 triệu/m²"
54770,4 phòng,40 m²,"86,25 triệu/m²"
54771,4 phòng,44 m²,"79,55 triệu/m²"
54772,4 phòng,50 m²,92 triệu/m²
54773,4 phòng,43 m²,"111,63 triệu/m²"
54774,3 phòng,33 m²,"93,94 triệu/m²"
54775,4 phòng,43 m²,"79,07 triệu/m²"
54776,2 phòng,61 m²,"47,54 triệu/m²"
54777,3 phòng,35 m²,"101,88 triệu/m²"
54778,3 phòng,45 m²,"46,67 triệu/m²"
54779,3 phòng,40 m²,"99,75 triệu/m²"
54780,2 phòng,32 m²,"57,81 triệu/m²"
54781,6 phòng,77 m²,"55,84 triệu/m²"
54782,4 phòng,47 m²,"93,62 triệu/m²"
54783,3 phòng,38 m²,"53,95 triệu/m²"
54784,4 phòng,74 m²,"45,95 triệu/m²"
54785,4 phòng,41 m²,"91,46 triệu/m²"
54786,4 phòng,30 m²,250 triệu/m²
54787,4 phòng,40 m²,105 triệu/m²
54788,4 phòng,35 m²,"102,86 triệu/m²"
54789,3 phòng,36 m²,"69,44 triệu/m²"
54790,2 phòng,30 m²,"81,67 triệu/m²"
54791,4 phòng,43 m²,"76,74 triệu/m²"
54792,2 phòng,34 m²,"19,41 triệu/m²"
54793,4 phòng,36 m²,"119,44 triệu/m²"
54794,4 phòng,50 m²,256 triệu/m²
54795,4 phòng,53 m²,"116,98 triệu/m²"
54796,4 phòng,31 m²,"91,94 triệu/m²"
54797,6 phòng,38 m²,"71,05 triệu/m²"
54798,6 phòng,42 m²,"76,19 triệu/m²"
54799,4 phòng,40 m²,"82,5 triệu/m²"
54800,4 phòng,53 m²,"122,64 triệu/m²"
54801,2 phòng,92 m²,100 triệu/m²
54802,3 phòng,32 m²,"68,75 triệu/m²"
54803,3 phòng,43 m²,"104,65 triệu/m²"
54804,3 phòng,25 m²,100 triệu/m²
54805,2 phòng,45 m²,"75,56 triệu/m²"
54806,4 phòng,33 m²,"93,94 triệu/m²"
54807,4 phòng,33 m²,"84,85 triệu/m²"
54808,2 phòng,17 m²,100 triệu/m²
54809,4 phòng,37 m²,"135,14 triệu/m²"
54810,4 phòng,35 m²,100 triệu/m²
54811,4 phòng,60 m²,"108,33 triệu/m²"
54812,3 phòng,45 m²,"83,33 triệu/m²"
54813,8 phòng,55 m²,"118,18 triệu/m²"
54814,3 phòng,24 m²,"129,17 triệu/m²"
54815,4 phòng,45 m²,"151,11 triệu/m²"
54816,4 phòng,26 m²,"71,15 triệu/m²"
54817,2 phòng,50 m²,52 triệu/m²
54818,3 phòng,93 m²,"59,14 triệu/m²"
54819,3 phòng,28 m²,"80,36 triệu/m²"
54820,6 phòng,42 m²,"88,1 triệu/m²"
54821,4 phòng,34 m²,94.117 đ/m²
54822,4 phòng,25 m²,112 triệu/m²
54823,3 phòng,43 m²,"60,47 triệu/m²"
54824,3 phòng,34 m²,"77,94 triệu/m²"
54825,3 phòng,22 m²,"161,36 triệu/m²"
54826,4 phòng,70 m²,"78,57 triệu/m²"
54827,3 phòng,33 m²,
54828,4 phòng,42 m²,175 triệu/m²
54829,4 phòng,31 m²,"82,26 triệu/m²"
54830,6 phòng,50 m²,98 triệu/m²
54831,3 phòng,48 m²,81.250 đ/m²
54832,2 phòng,28 m²,"121,43 triệu/m²"
54833,4 phòng,38 m²,"63,16 triệu/m²"
54834,2 phòng,30 m²,"48,33 triệu/m²"
54835,6 phòng,40 m²,"312,5 triệu/m²"
54836,3 phòng,31 m²,"87,1 triệu/m²"
54837,5 phòng,35 m²,"68,57 triệu/m²"
54838,3 phòng,37 m²,"97,3 triệu/m²"
54839,4 phòng,37 m²,"91,89 triệu/m²"
54840,4 phòng,45 m²,"162,22 triệu/m²"
54841,6 phòng,40 m²,"87,5 triệu/m²"
54842,3 phòng,32 m²,"90,63 triệu/m²"
54843,4 phòng,50 m²,104 triệu/m²
54844,4 phòng,35 m²,"71,43 triệu/m²"
54845,3 phòng,59 m²,"54,24 triệu/m²"
54846,3 phòng,30 m²,"93,33 triệu/m²"
54847,2 phòng,28 m²,"87,5 triệu/m²"
54848,3 phòng,35 m²,"85,71 triệu/m²"
54849,3 phòng,50 m²,144 triệu/m²
54850,4 phòng,31 m²,"93,55 triệu/m²"
54851,4 phòng,32 m²,125 triệu/m²
54852,3 phòng,30 m²,"66,63 triệu/m²"
54853,3 phòng,40 m²,"82,5 triệu/m²"
54854,3 phòng,40 m²,"142,5 triệu/m²"
54855,3 phòng,22 m²,"104,55 triệu/m²"
54856,4 phòng,50 m²,220 triệu/m²
54857,3 phòng,37 m²,"86,49 triệu/m²"
54858,3 phòng,30 m²,"111,67 triệu/m²"
54859,2 phòng,50 m²,1 đ/m²
54860,4 phòng,40 m²,"108,75 triệu/m²"
54861,4 phòng,60 m²,75 triệu/m²
54862,2 phòng,15 m²,100 triệu/m²
54863,nhiều hơn 10 phòng,305 m²,"196,72 triệu/m²"
54864,2 phòng,28 m²,"51,79 triệu/m²"
54865,6 phòng,46 m²,"151,09 triệu/m²"
54866,4 phòng,42 m²,"90,48 triệu/m²"
54867,4 phòng,60 m²,110 triệu/m²
54868,4 phòng,40 m²,"106,25 triệu/m²"
54869,3 phòng,40 m²,97 triệu/m²
54870,5 phòng,45 m²,"102,22 triệu/m²"
54871,4 phòng,45 m²,"64,44 triệu/m²"
54872,4 phòng,35 m²,"714,29 triệu/m²"
54873,2 phòng,30 m²,60 triệu/m²
54874,4 phòng,33 m²,"93,94 triệu/m²"
54875,3 phòng,46 m²,"93,48 triệu/m²"
54876,4 phòng,20 m²,75 triệu/m²
54877,3 phòng,30 m²,"78,3 triệu/m²"
54878,2 phòng,40 m²,"14,75 triệu/m²"
54879,3 phòng,27 m²,"114,81 triệu/m²"
54880,4 phòng,49 m²,"91,84 triệu/m²"
54881,1 phòng,40 m²,250.000 đ/m²
54882,4 phòng,46 m²,"58,26 triệu/m²"
54883,4 phòng,40 m²,105 triệu/m²
54884,4 phòng,40 m²,"137,5 triệu/m²"
54885,1 phòng,46 m²,"56,52 triệu/m²"
54886,4 phòng,42 m²,100 triệu/m²
54887,3 phòng,42 m²,"92,86 triệu/m²"
54888,4 phòng,68 m²,"88,24 triệu/m²"
54889,6 phòng,42 m²,"90,48 triệu/m²"
54890,4 phòng,41 m²,"112,2 triệu/m²"
54891,2 phòng,30 m²,"69,33 triệu/m²"
54892,3 phòng,31 m²,"91,94 triệu/m²"
54893,3 phòng,30 m²,"108,33 triệu/m²"
54894,5 phòng,36 m²,"88,89 triệu/m²"
54895,6 phòng,59 m²,"162,71 triệu/m²"
54896,2 phòng,10 m²,105 triệu/m²
54897,5 phòng,55 m²,"109,09 triệu/m²"
54898,3 phòng,62 m²,"64,52 triệu/m²"
54899,2 phòng,98 m²,"86,73 triệu/m²"
54900,3 phòng,26 m²,"107,69 triệu/m²"
54901,3 phòng,38 m²,100 triệu/m²
54902,4 phòng,25 m²,96 triệu/m²
54903,5 phòng,37 m²,"91,89 triệu/m²"
54904,3 phòng,40 m²,135 triệu/m²
54905,3 phòng,36 m²,"81,94 triệu/m²"
54906,7 phòng,57 m²,"242,11 triệu/m²"
54907,3 phòng,20 m²,80 triệu/m²
54908,6 phòng,35 m²,"105,71 triệu/m²"
54909,6 phòng,42 m²,"76,19 triệu/m²"
54910,4 phòng,30 m²,100 triệu/m²
54911,4 phòng,32 m²,90 triệu/m²
54912,4 phòng,35 m²,"214,29 triệu/m²"
54913,4 phòng,47 m²,"180,85 triệu/m²"
54914,4 phòng,45 m²,"191,11 triệu/m²"
54915,4 phòng,55 m²,"156,36 triệu/m²"
54916,4 phòng,31 m²,"103,23 triệu/m²"
54917,5 phòng,68 m²,"101,47 triệu/m²"
54918,4 phòng,30 m²,"87,97 triệu/m²"
54919,2 phòng,26 m²,"56,92 triệu/m²"
54920,3 phòng,31 m²,"80,65 triệu/m²"
54921,6 phòng,41 m²,"117,07 triệu/m²"
54922,3 phòng,35 m²,100 triệu/m²
54923,nhiều hơn 10 phòng,65 m²,200 triệu/m²
54924,4 phòng,60 m²,"128,33 triệu/m²"
54925,5 phòng,46 m²,"89,13 triệu/m²"
54926,4 phòng,39 m²,"64,1 triệu/m²"
54927,3 phòng,36 m²,"69,44 triệu/m²"
54928,5 phòng,42 m²,"155,95 triệu/m²"
54929,3 phòng,35 m²,"71,43 triệu/m²"
54930,4 phòng,30 m²,"166,67 triệu/m²"
54931,3 phòng,30 m²,90 triệu/m²
54932,3 phòng,107 m²,"26,17 triệu/m²"
54933,4 phòng,39 m²,"97,44 triệu/m²"
54934,3 phòng,15 m²,"86,67 triệu/m²"
54935,4 phòng,33 m²,"75,76 triệu/m²"
54936,4 phòng,17 m²,"102,94 triệu/m²"
54937,5 phòng,38 m²,"64,47 triệu/m²"
54938,4 phòng,40 m²,245 triệu/m²
54939,1 phòng,30 m²,"27,67 triệu/m²"
54940,4 phòng,45 m²,"65,56 triệu/m²"
54941,4 phòng,42 m²,"88,1 triệu/m²"
54942,4 phòng,40 m²,"237,5 triệu/m²"
54943,6 phòng,42 m²,"71,43 triệu/m²"
54944,4 phòng,55 m²,"90,91 triệu/m²"
54945,nhiều hơn 10 phòng,120 m²,125 triệu/m²
54946,4 phòng,50 m²,90 triệu/m²
54947,3 phòng,42 m²,"47,62 triệu/m²"
54948,3 phòng,36 m²,"41,67 triệu/m²"
54949,nhiều hơn 10 phòng,250 m²,72 triệu/m²
54950,4 phòng,40 m²,"58,75 triệu/m²"
54951,4 phòng,38 m²,"102,63 triệu/m²"
54952,3 phòng,42 m²,"118,57 triệu/m²"
54953,3 phòng,33 m²,"81,82 triệu/m²"
54954,4 phòng,40 m²,"82,5 triệu/m²"
54955,3 phòng,65 m²,"52,31 triệu/m²"
54956,5 phòng,50 m²,78 triệu/m²
54957,3 phòng,32 m²,"57,81 triệu/m²"
54958,3 phòng,30 m²,"151,67 triệu/m²"
54959,4 phòng,35 m²,"82,86 triệu/m²"
54960,4 phòng,110 m²,"71,82 triệu/m²"
54961,3 phòng,38 m²,"94,74 triệu/m²"
54962,2 phòng,55 m²,"49,09 triệu/m²"
54963,3 phòng,30 m²,105 triệu/m²
54964,6 phòng,50 m²,132 triệu/m²
54965,5 phòng,80 m²,75 triệu/m²
54966,3 phòng,41 m²,"92,68 triệu/m²"
54967,3 phòng,87 m²,"86,21 triệu/m²"
54968,3 phòng,50 m²,66 triệu/m²
54969,4 phòng,61 m²,"49,18 triệu/m²"
54970,4 phòng,40 m²,"72,5 triệu/m²"
54971,4 phòng,87 m²,"56,32 triệu/m²"
54972,6 phòng,51 m²,"92,16 triệu/m²"
54973,4 phòng,36 m²,"69,44 triệu/m²"
54974,7 phòng,35 m²,"88,57 triệu/m²"
54975,4 phòng,38 m²,"76,32 triệu/m²"
54976,4 phòng,35 m²,"71,43 triệu/m²"
54977,3 phòng,29 m²,"89,66 triệu/m²"
54978,5 phòng,53 m²,"66,04 triệu/m²"
54979,5 phòng,40 m²,95 triệu/m²
54980,4 phòng,56 m²,"73,21 triệu/m²"
54981,6 phòng,55 m²,"89,09 triệu/m²"
54982,8 phòng,46 m²,"86,96 triệu/m²"
54983,4 phòng,63 m²,"87,3 triệu/m²"
54984,5 phòng,38 m²,"113,95 triệu/m²"
54985,2 phòng,57 m²,"71,93 triệu/m²"
54986,3 phòng,43 m²,"66,28 triệu/m²"
54987,3 phòng,41 m²,100 triệu/m²
54988,2 phòng,24 m²,"76,25 triệu/m²"
54989,6 phòng,44 m²,"87,5 triệu/m²"
54990,4 phòng,50 m²,106 triệu/m²
54991,8 phòng,52 m²,125 triệu/m²
54992,3 phòng,35 m²,"107,14 triệu/m²"
54993,3 phòng,20 m²,"102,5 triệu/m²"
54994,3 phòng,40 m²,"117,5 triệu/m²"
54995,2 phòng,24 m²,75 triệu/m²
54996,3 phòng,35 m²,110 triệu/m²
54997,4 phòng,88 m²,"73,86 triệu/m²"
54998,4 phòng,36 m²,"77,78 triệu/m²"
54999,4 phòng,35 m²,"68,57 triệu/m²"
55000,3 phòng,35 m²,"91,43 triệu/m²"
55001,5 phòng,50 m²,84 triệu/m²
55002,6 phòng,82 m²,"113,41 triệu/m²"
55003,6 phòng,100 m²,195 triệu/m²
55004,4 phòng,50 m²,100 triệu/m²
55005,4 phòng,34 m²,"105,88 triệu/m²"
55006,6 phòng,45 m²,"88,89 triệu/m²"
55007,5 phòng,100 m²,230 triệu/m²
55008,2 phòng,25 m²,54 triệu/m²
55009,6 phòng,42 m²,"78,57 triệu/m²"
55010,4 phòng,35 m²,100 triệu/m²
55011,2 phòng,26 m²,"84,62 triệu/m²"
55012,4 phòng,35 m²,"77,14 triệu/m²"
55013,10 phòng,70 m²,"242,86 triệu/m²"
55014,4 phòng,50 m²,76 triệu/m²
55015,4 phòng,27 m²,"94,63 triệu/m²"
55016,4 phòng,56 m²,"80,36 triệu/m²"
55017,2 phòng,35 m²,"68,57 triệu/m²"
55018,4 phòng,38 m²,"92,11 triệu/m²"
55019,2 phòng,50 m²,104 triệu/m²
55020,4 phòng,66 m²,"113,64 triệu/m²"
55021,3 phòng,39 m²,"66,67 triệu/m²"
55022,3 phòng,29 m²,100 triệu/m²
